episode,step,s0,s1,s2,s3,a,r,s_0,s_1,s_2,s_3,p0,p1
4,17,0.127,0.564,-0.018,-0.433,1,1.0,0.138,0.753,-0.027,-0.589,0.65,1.6
4,18,0.138,0.753,-0.027,-0.589,0,1.0,0.153,0.565,-0.039,-0.44,0.65,1.6
4,19,0.153,0.565,-0.039,-0.44,1,1.0,0.165,0.754,-0.048,-0.599,0.65,1.6
4,20,0.165,0.754,-0.048,-0.599,1,1.0,0.18,0.943,-0.06,-0.76,0.65,1.6
4,21,0.18,0.943,-0.06,-0.76,0,1.0,0.199,0.754,-0.075,-0.617,0.65,1.6
4,22,0.199,0.754,-0.075,-0.617,0,1.0,0.214,0.566,-0.087,-0.478,0.65,1.6
4,23,0.214,0.566,-0.087,-0.478,0,1.0,0.225,0.378,-0.097,-0.34,0.65,1.6
4,24,0.225,0.378,-0.097,-0.34,1,1.0,0.233,0.568,-0.103,-0.507,0.65,1.6
4,25,0.233,0.568,-0.103,-0.507,0,1.0,0.244,0.38,-0.114,-0.373,0.65,1.6
4,26,0.244,0.38,-0.114,-0.373,1,1.0,0.252,0.569,-0.121,-0.542,0.65,1.6
4,27,0.252,0.569,-0.121,-0.542,1,1.0,0.263,0.759,-0.132,-0.712,0.65,1.6
4,28,0.263,0.759,-0.132,-0.712,0,1.0,0.278,0.571,-0.146,-0.584,0.65,1.6
4,29,0.278,0.571,-0.146,-0.584,1,1.0,0.29,0.76,-0.158,-0.756,0.65,1.6
4,30,0.29,0.76,-0.158,-0.756,1,1.0,0.305,0.95,-0.173,-0.93,0.65,1.6
4,31,0.305,0.95,-0.173,-0.93,1,1.0,0.324,1.14,-0.192,-1.105,0.65,1.6
4,32,0.324,1.14,-0.192,-1.105,1,1.0,0.347,1.329,-0.214,-1.281,0.65,1.6
5,0,0.031,0.031,0.002,-0.021,0,1.0,0.031,-0.167,0.001,0.333,0.66,0.7
5,1,0.031,-0.167,0.001,0.333,0,1.0,0.028,-0.365,0.008,0.688,0.66,0.7
5,2,0.028,-0.365,0.008,0.688,0,1.0,0.02,-0.563,0.022,1.045,0.66,0.7
5,3,0.02,-0.563,0.022,1.045,1,1.0,0.009,-0.366,0.042,0.699,0.66,0.7
5,4,0.009,-0.366,0.042,0.699,1,1.0,0.002,-0.168,0.056,0.362,0.66,0.7
5,5,0.002,-0.168,0.056,0.362,1,1.0,-0.001,0.028,0.064,0.031,0.66,0.7
5,6,-0.001,0.028,0.064,0.031,1,1.0,-0.001,0.225,0.064,-0.297,0.66,0.7
5,7,-0.001,0.225,0.064,-0.297,0,1.0,0.004,0.026,0.058,0.079,0.66,0.7
5,8,0.004,0.026,0.058,0.079,0,1.0,0.004,-0.173,0.06,0.454,0.66,0.7
5,9,0.004,-0.173,0.06,0.454,1,1.0,0.001,0.024,0.069,0.124,0.66,0.7
5,10,0.001,0.024,0.069,0.124,0,1.0,0.001,-0.175,0.071,0.503,0.66,0.7
5,11,0.001,-0.175,0.071,0.503,1,1.0,-0.002,0.022,0.082,0.178,0.66,0.7
5,12,-0.002,0.022,0.082,0.178,1,1.0,-0.002,0.218,0.085,-0.142,0.66,0.7
5,13,-0.002,0.218,0.085,-0.142,1,1.0,0.002,0.414,0.082,-0.461,0.66,0.7
5,14,0.002,0.414,0.082,-0.461,1,1.0,0.011,0.611,0.073,-0.781,0.66,0.7
5,15,0.011,0.611,0.073,-0.781,0,1.0,0.023,0.412,0.057,-0.401,0.66,0.7
5,16,0.023,0.412,0.057,-0.401,1,1.0,0.031,0.609,0.049,-0.732,0.66,0.7
5,17,0.031,0.609,0.049,-0.732,0,1.0,0.043,0.41,0.035,-0.36,0.66,0.7
5,18,0.043,0.41,0.035,-0.36,1,1.0,0.052,0.607,0.028,-0.701,0.66,0.7
5,19,0.052,0.607,0.028,-0.701,1,1.0,0.064,0.805,0.014,-1.044,0.66,0.7
5,20,0.064,0.805,0.014,-1.044,1,1.0,0.08,1.002,-0.007,-1.393,0.66,0.7
5,21,0.08,1.002,-0.007,-1.393,1,1.0,0.1,1.2,-0.035,-1.75,0.66,0.7
5,22,0.1,1.2,-0.035,-1.75,0,1.0,0.124,1.003,-0.07,-1.409,0.66,0.7
5,23,0.124,1.003,-0.07,-1.409,1,1.0,0.144,1.202,-0.098,-1.788,0.66,0.7
5,24,0.144,1.202,-0.098,-1.788,0,1.0,0.168,1.006,-0.134,-1.475,0.66,0.7
5,25,0.168,1.006,-0.134,-1.475,0,1.0,0.188,0.81,-0.164,-1.179,0.66,0.7
5,26,0.188,0.81,-0.164,-1.179,0,1.0,0.204,0.615,-0.187,-0.897,0.66,0.7
5,27,0.204,0.615,-0.187,-0.897,1,1.0,0.217,0.815,-0.205,-1.304,0.66,0.7
5,28,0.217,0.815,-0.205,-1.304,0,1.0,0.233,0.622,-0.231,-1.044,0.66,0.7
6,0,0.004,-0.016,-0.013,-0.013,0,1.0,0.004,-0.202,-0.013,0.09,0.45,1.9
6,1,0.004,-0.202,-0.013,0.09,0,1.0,-0.001,-0.389,-0.012,0.192,0.45,1.9
6,2,-0.001,-0.389,-0.012,0.192,1,1.0,-0.008,-0.202,-0.008,0.087,0.45,1.9
6,3,-0.008,-0.202,-0.008,0.087,1,1.0,-0.012,-0.015,-0.006,-0.018,0.45,1.9
6,4,-0.012,-0.015,-0.006,-0.018,0,1.0,-0.013,-0.202,-0.006,0.085,0.45,1.9
6,5,-0.013,-0.202,-0.006,0.085,0,1.0,-0.017,-0.388,-0.005,0.188,0.45,1.9
6,6,-0.017,-0.388,-0.005,0.188,0,1.0,-0.024,-0.575,-0.001,0.291,0.45,1.9
6,7,-0.024,-0.575,-0.001,0.291,0,1.0,-0.036,-0.761,0.005,0.394,0.45,1.9
6,8,-0.036,-0.761,0.005,0.394,0,1.0,-0.051,-0.948,0.013,0.499,0.45,1.9
6,9,-0.051,-0.948,0.013,0.499,1,1.0,-0.07,-0.762,0.023,0.396,0.45,1.9
6,10,-0.07,-0.762,0.023,0.396,1,1.0,-0.085,-0.575,0.031,0.296,0.45,1.9
6,11,-0.085,-0.575,0.031,0.296,1,1.0,-0.097,-0.389,0.037,0.196,0.45,1.9
6,12,-0.097,-0.389,0.037,0.196,1,1.0,-0.105,-0.202,0.041,0.096,0.45,1.9
6,13,-0.105,-0.202,0.041,0.096,0,1.0,-0.109,-0.389,0.042,0.204,0.45,1.9
6,14,-0.109,-0.389,0.042,0.204,0,1.0,-0.116,-0.576,0.047,0.312,0.45,1.9
6,15,-0.116,-0.576,0.047,0.312,0,1.0,-0.128,-0.763,0.053,0.421,0.45,1.9
6,16,-0.128,-0.763,0.053,0.421,0,1.0,-0.143,-0.949,0.061,0.53,0.45,1.9
6,17,-0.143,-0.949,0.061,0.53,1,1.0,-0.162,-0.763,0.072,0.433,0.45,1.9
6,18,-0.162,-0.763,0.072,0.433,0,1.0,-0.178,-0.95,0.08,0.545,0.45,1.9
6,19,-0.178,-0.95,0.08,0.545,0,1.0,-0.197,-1.137,0.091,0.656,0.45,1.9
6,20,-0.197,-1.137,0.091,0.656,0,1.0,-0.219,-1.324,0.105,0.769,0.45,1.9
6,21,-0.219,-1.324,0.105,0.769,1,1.0,-0.246,-1.138,0.12,0.678,0.45,1.9
6,22,-0.246,-1.138,0.12,0.678,1,1.0,-0.268,-0.952,0.133,0.589,0.45,1.9
6,23,-0.268,-0.952,0.133,0.589,1,1.0,-0.288,-0.766,0.145,0.502,0.45,1.9
6,24,-0.288,-0.766,0.145,0.502,1,1.0,-0.303,-0.58,0.155,0.417,0.45,1.9
6,25,-0.303,-0.58,0.155,0.417,1,1.0,-0.314,-0.395,0.164,0.333,0.45,1.9
6,26,-0.314,-0.395,0.164,0.333,0,1.0,-0.322,-0.582,0.17,0.452,0.45,1.9
6,27,-0.322,-0.582,0.17,0.452,1,1.0,-0.334,-0.396,0.179,0.369,0.45,1.9
6,28,-0.334,-0.396,0.179,0.369,0,1.0,-0.342,-0.584,0.187,0.489,0.45,1.9
6,29,-0.342,-0.584,0.187,0.489,0,1.0,-0.354,-0.771,0.196,0.61,0.45,1.9
6,30,-0.354,-0.771,0.196,0.61,1,1.0,-0.369,-0.585,0.209,0.532,0.45,1.9
6,31,-0.369,-0.585,0.209,0.532,1,1.0,-0.381,-0.4,0.219,0.455,0.45,1.9
7,0,0.013,0.04,0.028,-0.027,1,1.0,0.013,0.225,0.027,-0.105,0.07,1.8
7,1,0.013,0.225,0.027,-0.105,1,1.0,0.018,0.41,0.025,-0.182,0.07,1.8
7,2,0.018,0.41,0.025,-0.182,0,1.0,0.026,0.225,0.021,-0.1,0.07,1.8
7,3,0.026,0.225,0.021,-0.1,1,1.0,0.031,0.41,0.019,-0.178,0.07,1.8
7,4,0.031,0.41,0.019,-0.178,0,1.0,0.039,0.225,0.016,-0.097,0.07,1.8
7,5,0.039,0.225,0.016,-0.097,1,1.0,0.043,0.41,0.014,-0.175,0.07,1.8
7,6,0.043,0.41,0.014,-0.175,0,1.0,0.051,0.225,0.01,-0.094,0.07,1.8
7,7,0.051,0.225,0.01,-0.094,0,1.0,0.056,0.039,0.008,-0.014,0.07,1.8
7,8,0.056,0.039,0.008,-0.014,1,1.0,0.057,0.224,0.008,-0.093,0.07,1.8
7,9,0.057,0.224,0.008,-0.093,1,1.0,0.061,0.41,0.006,-0.171,0.07,1.8
7,10,0.061,0.41,0.006,-0.171,1,1.0,0.069,0.595,0.003,-0.25,0.07,1.8
7,11,0.069,0.595,0.003,-0.25,0,1.0,0.081,0.41,-0.002,-0.171,0.07,1.8
7,12,0.081,0.41,-0.002,-0.171,0,1.0,0.089,0.224,-0.006,-0.091,0.07,1.8
7,13,0.089,0.224,-0.006,-0.091,1,1.0,0.094,0.41,-0.007,-0.171,0.07,1.8
7,14,0.094,0.41,-0.007,-0.171,0,1.0,0.102,0.224,-0.011,-0.092,0.07,1.8
7,15,0.102,0.224,-0.011,-0.092,1,1.0,0.107,0.41,-0.013,-0.173,0.07,1.8
7,16,0.107,0.41,-0.013,-0.173,1,1.0,0.115,0.595,-0.016,-0.253,0.07,1.8
7,17,0.115,0.595,-0.016,-0.253,1,1.0,0.127,0.781,-0.021,-0.334,0.07,1.8
7,18,0.127,0.781,-0.021,-0.334,1,1.0,0.142,0.966,-0.028,-0.416,0.07,1.8
7,19,0.142,0.966,-0.028,-0.416,1,1.0,0.162,1.152,-0.036,-0.498,0.07,1.8
7,20,0.162,1.152,-0.036,-0.498,0,1.0,0.185,0.967,-0.046,-0.421,0.07,1.8
7,21,0.185,0.967,-0.046,-0.421,1,1.0,0.204,1.152,-0.055,-0.505,0.07,1.8
7,22,0.204,1.152,-0.055,-0.505,0,1.0,0.227,0.967,-0.065,-0.43,0.07,1.8
7,23,0.227,0.967,-0.065,-0.43,1,1.0,0.246,1.153,-0.073,-0.515,0.07,1.8
7,24,0.246,1.153,-0.073,-0.515,1,1.0,0.27,1.338,-0.084,-0.6,0.07,1.8
7,25,0.27,1.338,-0.084,-0.6,1,1.0,0.296,1.524,-0.096,-0.687,0.07,1.8
7,26,0.296,1.524,-0.096,-0.687,1,1.0,0.327,1.71,-0.109,-0.774,0.07,1.8
7,27,0.327,1.71,-0.109,-0.774,0,1.0,0.361,1.525,-0.125,-0.704,0.07,1.8
7,28,0.361,1.525,-0.125,-0.704,0,1.0,0.391,1.34,-0.139,-0.636,0.07,1.8
7,29,0.391,1.34,-0.139,-0.636,1,1.0,0.418,1.526,-0.152,-0.727,0.07,1.8
7,30,0.418,1.526,-0.152,-0.727,0,1.0,0.449,1.341,-0.166,-0.661,0.07,1.8
7,31,0.449,1.341,-0.166,-0.661,1,1.0,0.476,1.527,-0.179,-0.754,0.07,1.8
7,32,0.476,1.527,-0.179,-0.754,0,1.0,0.506,1.342,-0.194,-0.691,0.07,1.8
7,33,0.506,1.342,-0.194,-0.691,0,1.0,0.533,1.157,-0.208,-0.629,0.07,1.8
7,34,0.533,1.157,-0.208,-0.629,0,1.0,0.556,0.973,-0.221,-0.569,0.07,1.8
8,0,-0.017,0.049,-0.018,0.029,0,1.0,-0.016,-0.145,-0.018,0.296,0.55,0.8
8,1,-0.016,-0.145,-0.018,0.296,0,1.0,-0.019,-0.339,-0.012,0.564,0.55,0.8
8,2,-0.019,-0.339,-0.012,0.564,0,1.0,-0.026,-0.533,-0.0,0.833,0.55,0.8
8,3,-0.026,-0.533,-0.0,0.833,0,1.0,-0.037,-0.727,0.016,1.106,0.55,0.8
8,4,-0.037,-0.727,0.016,1.106,0,1.0,-0.051,-0.922,0.038,1.383,0.55,0.8
8,5,-0.051,-0.922,0.038,1.383,0,1.0,-0.07,-1.117,0.066,1.666,0.55,0.8
8,6,-0.07,-1.117,0.066,1.666,0,1.0,-0.092,-1.311,0.099,1.957,0.55,0.8
8,7,-0.092,-1.311,0.099,1.957,0,1.0,-0.118,-1.506,0.139,2.255,0.55,0.8
8,8,-0.118,-1.506,0.139,2.255,1,1.0,-0.148,-1.314,0.184,2.027,0.55,0.8
8,9,-0.148,-1.314,0.184,2.027,1,1.0,-0.175,-1.122,0.224,1.816,0.55,0.8
9,0,0.037,-0.021,0.01,0.028,1,1.0,0.037,0.201,0.011,-0.866,0.36,0.2
9,1,0.037,0.201,0.011,-0.866,0,1.0,0.041,-0.022,-0.006,0.048,0.36,0.2
9,2,0.041,-0.022,-0.006,0.048,1,1.0,0.04,0.201,-0.005,-0.862,0.36,0.2
9,3,0.04,0.201,-0.005,-0.862,0,1.0,0.044,-0.022,-0.023,0.037,0.36,0.2
9,4,0.044,-0.022,-0.023,0.037,1,1.0,0.044,0.202,-0.022,-0.889,0.36,0.2
9,5,0.044,0.202,-0.022,-0.889,1,1.0,0.048,0.426,-0.04,-1.813,0.36,0.2
9,6,0.048,0.426,-0.04,-1.813,1,1.0,0.056,0.65,-0.076,-2.754,0.36,0.2
9,7,0.056,0.65,-0.076,-2.754,1,1.0,0.069,0.876,-0.131,-3.724,0.36,0.2
9,8,0.069,0.876,-0.131,-3.724,0,1.0,0.087,0.657,-0.206,-2.952,0.36,0.2
9,9,0.087,0.657,-0.206,-2.952,1,1.0,0.1,0.885,-0.265,-4.013,0.36,0.2
10,0,0.046,-0.029,0.033,-0.035,0,1.0,0.045,-0.219,0.032,0.145,0.32,1.0
10,1,0.045,-0.219,0.032,0.145,1,1.0,0.041,-0.03,0.035,-0.023,0.32,1.0
10,2,0.041,-0.03,0.035,-0.023,1,1.0,0.04,0.16,0.035,-0.191,0.32,1.0
10,3,0.04,0.16,0.035,-0.191,1,1.0,0.043,0.349,0.031,-0.358,0.32,1.0
10,4,0.043,0.349,0.031,-0.358,1,1.0,0.05,0.539,0.024,-0.527,0.32,1.0
10,5,0.05,0.539,0.024,-0.527,1,1.0,0.061,0.728,0.013,-0.697,0.32,1.0
10,6,0.061,0.728,0.013,-0.697,0,1.0,0.076,0.538,-0.001,-0.52,0.32,1.0
10,7,0.076,0.538,-0.001,-0.52,1,1.0,0.086,0.728,-0.011,-0.694,0.32,1.0
10,8,0.086,0.728,-0.011,-0.694,0,1.0,0.101,0.538,-0.025,-0.522,0.32,1.0
10,9,0.101,0.538,-0.025,-0.522,0,1.0,0.112,0.349,-0.036,-0.353,0.32,1.0
10,10,0.112,0.349,-0.036,-0.353,1,1.0,0.119,0.539,-0.043,-0.533,0.32,1.0
10,11,0.119,0.539,-0.043,-0.533,0,1.0,0.129,0.349,-0.053,-0.367,0.32,1.0
10,12,0.129,0.349,-0.053,-0.367,0,1.0,0.136,0.16,-0.061,-0.203,0.32,1.0
10,13,0.136,0.16,-0.061,-0.203,1,1.0,0.14,0.35,-0.065,-0.389,0.32,1.0
10,14,0.14,0.35,-0.065,-0.389,1,1.0,0.147,0.541,-0.072,-0.575,0.32,1.0
10,15,0.147,0.541,-0.072,-0.575,1,1.0,0.157,0.731,-0.084,-0.762,0.32,1.0
10,16,0.157,0.731,-0.084,-0.762,0,1.0,0.172,0.542,-0.099,-0.604,0.32,1.0
10,17,0.172,0.542,-0.099,-0.604,1,1.0,0.183,0.732,-0.111,-0.796,0.32,1.0
10,18,0.183,0.732,-0.111,-0.796,0,1.0,0.198,0.544,-0.127,-0.644,0.32,1.0
10,19,0.198,0.544,-0.127,-0.644,0,1.0,0.208,0.355,-0.14,-0.495,0.32,1.0
10,20,0.208,0.355,-0.14,-0.495,1,1.0,0.215,0.546,-0.15,-0.693,0.32,1.0
10,21,0.215,0.546,-0.15,-0.693,0,1.0,0.226,0.357,-0.164,-0.549,0.32,1.0
10,22,0.226,0.357,-0.164,-0.549,0,1.0,0.234,0.169,-0.175,-0.409,0.32,1.0
10,23,0.234,0.169,-0.175,-0.409,0,1.0,0.237,-0.019,-0.183,-0.271,0.32,1.0
10,24,0.237,-0.019,-0.183,-0.271,1,1.0,0.237,0.172,-0.188,-0.475,0.32,1.0
